aX,aY,aZ,gX,gY,gZ
-0.137,-0.419,-0.658,356.687,-138.183,-60.885
-0.082,-0.443,-0.646,346.427,-136.504,-59.084
-0.047,-0.461,-0.634,335.389,-129.969,-56.855
-0.032,-0.498,-0.621,324.687,-124.672,-54.336
-0.028,-0.532,-0.608,315.313,-116.977,-51.115
-0.029,-0.579,-0.606,307.908,-113.084,-48.870

-1.031,1.267,-0.717,-300.412,84.031,8.046
-1.065,1.290,-0.704,-301.588,84.626,8.305
-1.095,1.309,-0.708,-302.855,85.008,8.580
-1.113,1.323,-0.714,-304.061,85.313,8.870
-1.169,1.349,-0.696,-309.023,85.664,10.122
-1.278,1.404,-0.711,-318.748,86.122,13.298
-1.385,1.487,-0.741,-329.130,82.504,17.832
-1.452,1.547,-0.760,-340.870,76.260,23.527
-1.528,1.608,-0.760,-352.992,70.168,31.053
-1.579,1.644,-0.773,-366.550,63.298,40.550
-1.636,1.650,-0.777,-380.015,55.115,53.267
-1.699,1.632,-0.797,-393.924,45.221,69.450
-1.718,1.610,-0.818,-407.405,33.115,87.573
-1.754,1.579,-0.888,-419.954,18.809,108.137
-1.792,1.517,-0.984,-431.023,5.191,128.427
-1.790,1.423,-1.110,-439.771,-6.229,146.718
-1.761,1.306,-1.242,-445.634,-16.489,164.611
-1.710,1.146,-1.375,-448.290,-26.901,178.519
-1.630,1.009,-1.524,-447.969,-36.092,190.473
-1.576,0.861,-1.661,-443.115,-42.458,200.855
-1.498,0.712,-1.790,-432.275,-45.969,209.053
-1.457,0.537,-1.914,-414.824,-47.893,215.618
-1.441,0.344,-2.000,-390.519,-51.084,218.321
-1.451,0.134,-2.000,-358.656,-58.137,217.069
-1.482,-0.086,-2.000,-317.664,-68.672,211.176
-1.495,-0.308,-2.000,-266.122,-80.962,199.267
-1.494,-0.497,-2.000,-200.290,-93.267,179.008
-1.441,-0.641,-2.000,-122.122,-101.618,150.397
-1.360,-0.580,-2.000,-35.649,-100.000,111.618
-1.263,-0.767,-2.000,55.985,-102.305,68.504
-1.167,-0.798,-1.853,148.885,-102.122,23.130
-1.053,-0.647,-1.663,233.237,-99.954,-21.420
-1.004,-0.419,-1.442,308.641,-100.504,-64.412
-1.012,-0.147,-1.309,369.603,-102.885,-105.115
-0.990,0.108,-1.232,414.992,-104.718,-138.382
-0.926,0.334,-1.079,445.725,-105.282,-163.160
-0.812,0.580,-0.969,461.679,-104.305,-181.099
-0.650,0.876,-0.902,466.809,-101.908,-191.771
-0.503,1.072,-0.846,460.427,-98.809,-196.504
-0.377,1.225,-0.849,444.336,-94.580,-195.420
-0.242,1.308,-0.855,420.840,-89.099,-189.130
-0.143,1.404,-0.865,390.031,-77.496,-177.115
-0.070,1.447,-0.865,355.450,-60.061,-158.137
0.030,1.449,-0.919,319.099,-47.435,-135.618
0.066,1.442,-0.964,283.695,-37.557,-113.374
0.100,1.428,-0.941,247.924,-27.588,-91.160
0.083,1.371,-0.929,218.275,-19.023,-71.237
0.032,1.253,-0.933,194.168,-12.977,-52.336
-0.054,1.095,-0.947,178.855,-12.443,-35.817
-0.146,0.938,-0.957,171.160,-15.679,-21.191
-0.218,0.805,-0.966,171.695,-21.344,-8.626
-0.282,0.713,-0.964,178.824,-30.336,0.473
-0.361,0.624,-1.004,192.183,-42.290,6.748
-0.427,0.534,-1.023,209.237,-57.481,10.519
-0.495,0.446,-1.050,230.427,-73.252,12.382
-0.527,0.390,-1.055,253.588,-88.931,13.053
-0.557,0.315,-1.077,278.443,-103.649,11.924
-0.553,0.256,-1.092,302.458,-117.328,10.107
-0.544,0.204,-1.115,326.641,-130.916,7.038
-0.529,0.154,-1.134,347.237,-141.374,3.237
-0.528,0.114,-1.154,366.321,-152.214,-1.832
-0.510,0.091,-1.172,382.412,-160.534,-7.084
-0.505,0.049,-1.195,395.863,-166.107,-11.969
-0.501,0.008,-1.188,407.069,-168.962,-15.939
-0.497,-0.046,-1.197,414.443,-169.466,-18.397
-0.483,-0.096,-1.181,420.122,-168.458,-20.031
-0.480,-0.139,-1.162,423.756,-168.489,-20.916
-0.487,-0.184,-1.123,425.053,-169.267,-21.511
-0.494,-0.221,-1.066,423.557,-171.313,-23.160
-0.504,-0.249,-1.043,420.458,-174.107,-25.573
-0.523,-0.292,-1.010,417.252,-177.878,-28.214
-0.505,-0.354,-0.996,414.870,-183.252,-30.824
-0.489,-0.423,-0.928,412.565,-189.802,-32.519
-0.476,-0.473,-0.919,412.061,-196.672,-34.275
-0.456,-0.502,-0.886,413.802,-205.023,-35.893
-0.426,-0.545,-0.839,416.580,-211.847,-37.267
-0.401,-0.586,-0.791,420.794,-218.076,-38.275
-0.393,-0.629,-0.721,425.252,-224.687,-39.069
-0.384,-0.685,-0.681,429.618,-231.099,-39.344
-0.393,-0.715,-0.632,433.435,-238.168,-40.382
-0.391,-0.740,-0.616,436.076,-244.458,-41.832
-0.363,-0.759,-0.602,436.672,-250.550,-43.786
-0.352,-0.776,-0.588,434.870,-254.824,-46.763
-0.330,-0.785,-0.582,430.809,-257.221,-50.641
-0.333,-0.803,-0.545,423.389,-257.084,-55.481
-0.324,-0.844,-0.515,412.916,-252.992,-59.939
-0.326,-0.867,-0.500,398.885,-245.924,-64.779
-0.325,-0.912,-0.476,382.565,-238.580,-70.061
-0.313,-0.936,-0.446,363.939,-229.817,-76.092
-0.287,-0.963,-0.444,345.405,-220.947,-83.008
-0.252,-0.963,-0.416,329.313,-212.763,-89.649
-0.219,-0.968,-0.382,316.076,-205.053,-95.206
-0.197,-0.963,-0.322,305.908,-196.458,-100.656
-0.202,-0.974,-0.282,298.748,-186.885,-104.366
-0.201,-0.993,-0.238,293.908,-177.832,-106.870
-0.207,-1.005,-0.207,290.000,-169.466,-108.626
-0.201,-1.025,-0.190,286.550,-162.031,-109.985
-0.218,-1.022,-0.143,282.473,-156.763,-110.992
-0.239,-1.040,-0.077,277.649,-153.038,-112.580
-0.257,-1.049,-0.012,272.351,-151.725,-113.832

-1.206,1.273,-0.534,-300.137,112.198,-38.336
-1.242,1.301,-0.523,-300.885,109.573,-37.267
-1.268,1.322,-0.514,-301.695,106.870,-36.092
-1.319,1.346,-0.501,-302.595,104.107,-34.870
-1.410,1.412,-0.496,-306.611,89.710,-28.275
-1.531,1.515,-0.527,-311.939,68.824,-18.107
-1.661,1.602,-0.532,-317.359,47.863,-5.282
-1.789,1.643,-0.499,-324.122,30.382,10.519
-1.867,1.652,-0.509,-332.458,13.450,29.496
-1.967,1.653,-0.515,-342.824,-4.321,51.893
-2.000,1.652,-0.565,-355.588,-20.550,75.099
-2.000,1.650,-0.639,-370.885,-34.870,99.802
-2.000,1.602,-0.737,-388.611,-45.634,124.855
-2.000,1.510,-0.840,-408.443,-52.412,146.473
-2.000,1.408,-0.971,-431.466,-55.038,163.710
-2.000,1.274,-1.084,-456.046,-57.267,176.733
-2.000,1.164,-1.239,-481.420,-55.618,182.779
-2.000,1.033,-1.413,-500.275,-50.611,183.206
-2.000,0.891,-1.587,-500.275,-40.336,179.145
-1.992,0.733,-1.798,-500.275,-24.595,173.374
-1.863,0.555,-1.992,-500.275,-4.626,165.802
-1.711,0.380,-2.000,-500.275,16.901,157.053
-1.563,0.182,-2.000,-500.275,38.870,145.160
-1.439,0.047,-2.000,-500.275,63.221,132.260
-1.313,-0.151,-2.000,-500.275,88.565,118.153
-1.219,-0.364,-2.000,-500.275,111.374,102.000
-1.147,-0.505,-2.000,-485.511,132.000,80.656
-1.105,-0.651,-2.000,-403.756,141.679,56.534
-1.096,-0.784,-2.000,-303.649,138.504,32.229
-1.104,-0.857,-2.000,-189.344,122.412,10.168
-1.142,-0.777,-1.995,-68.321,97.847,-11.359
-1.178,-0.604,-1.814,49.832,65.435,-32.763
-1.174,-0.410,-1.642,160.076,27.038,-53.511
-1.177,-0.217,-1.460,268.473,-18.168,-75.985
-1.155,0.025,-1.300,361.237,-60.031,-97.542
-1.062,0.254,-1.159,442.504,-101.191,-118.031
-0.945,0.478,-1.078,500.260,-137.298,-135.893
-0.793,0.714,-1.014,500.260,-167.481,-151.099
-0.625,0.942,-0.995,500.260,-189.328,-162.855
-0.417,1.177,-0.950,500.260,-204.840,-170.397
-0.218,1.379,-0.934,500.260,-213.053,-171.679
-0.038,1.512,-0.925,500.260,-214.901,-166.260
0.201,1.652,-0.949,500.260,-207.649,-151.588
0.259,1.728,-0.924,500.260,-196.687,-135.542
0.339,1.713,-0.964,500.260,-177.893,-115.267
0.445,1.701,-0.957,500.260,-151.573,-90.214
0.504,1.675,-0.936,465.481,-118.229,-61.496
0.507,1.659,-0.964,415.298,-85.221,-34.550
0.475,1.603,-1.019,367.450,-61.573,-13.038
0.401,1.530,-1.051,321.313,-43.466,5.374
0.363,1.459,-1.051,282.595,-31.756,17.389
0.301,1.325,-0.986,249.817,-23.542,24.840
0.269,1.143,-0.875,224.916,-15.237,29.328
0.186,0.960,-0.795,210.427,-11.695,32.779
0.115,0.825,-0.822,203.817,-13.771,37.160
0.041,0.654,-0.837,206.244,-22.962,43.008
-0.014,0.528,-0.878,215.252,-36.885,49.969
-0.017,0.435,-0.858,227.924,-48.534,57.374
-0.036,0.371,-0.833,241.802,-58.473,64.656
-0.076,0.271,-0.839,254.473,-68.687,70.458
-0.154,0.160,-0.891,267.817,-86.244,73.939
-0.264,0.078,-0.953,281.481,-109.389,73.649
-0.355,-0.013,-0.999,295.176,-132.153,70.214
-0.425,-0.092,-1.033,309.924,-155.130,64.977
-0.461,-0.159,-1.075,324.901,-171.481,59.542
-0.488,-0.220,-1.118,338.290,-181.466,55.176
-0.514,-0.306,-1.125,352.656,-189.298,50.580
-0.498,-0.404,-1.154,364.336,-195.237,46.198
-0.519,-0.495,-1.161,374.733,-199.176,43.450
-0.545,-0.560,-1.179,384.519,-201.771,41.206
-0.567,-0.602,-1.179,394.809,-203.817,37.863
-0.573,-0.629,-1.155,405.740,-205.435,33.023
-0.582,-0.656,-1.117,416.000,-207.038,26.382
-0.575,-0.669,-1.068,424.702,-209.160,18.473
-0.581,-0.701,-1.013,431.313,-211.206,10.672
-0.599,-0.718,-0.958,436.137,-212.397,3.695
-0.619,-0.744,-0.919,438.443,-212.229,-2.061
-0.632,-0.785,-0.860,437.893,-211.969,-7.435
-0.639,-0.835,-0.781,434.122,-213.053,-13.069
-0.621,-0.858,-0.713,426.962,-215.527,-20.702
-0.584,-0.858,-0.656,418.015,-216.885,-29.053
-0.552,-0.851,-0.592,408.885,-216.458,-37.496
-0.506,-0.849,-0.521,399.328,-214.382,-45.542
-0.491,-0.836,-0.490,390.290,-211.756,-52.305
-0.482,-0.832,-0.479,382.427,-208.748,-57.710
-0.468,-0.823,-0.466,373.557,-206.137,-60.580
-0.483,-0.837,-0.461,365.939,-205.267,-61.679
-0.480,-0.863,-0.455,358.916,-205.237,-62.733
-0.440,-0.888,-0.422,352.489,-205.954,-62.275
-0.416,-0.919,-0.406,345.603,-206.931,-60.916
-0.392,-0.945,-0.393,338.565,-208.672,-59.969
-0.373,-0.962,-0.380,332.977,-211.695,-59.817
-0.348,-0.964,-0.389,329.557,-214.824,-61.069
-0.311,-0.980,-0.354,327.939,-216.137,-63.389
-0.282,-0.990,-0.333,327.649,-214.763,-66.565
-0.261,-1.018,-0.284,328.015,-211.237,-70.244
-0.237,-1.042,-0.248,327.206,-206.656,-75.313
-0.209,-1.053,-0.231,324.656,-202.107,-81.802
-0.172,-1.046,-0.194,320.214,-197.695,-89.145
-0.140,-1.024,-0.173,314.183,-192.198,-97.344

-1.137,1.136,-0.768,-310.611,11.557,-0.336
-1.153,1.145,-0.768,-310.015,11.282,1.160
-1.175,1.155,-0.753,-309.588,10.931,2.412
-1.188,1.154,-0.753,-309.008,10.473,4.031
-1.238,1.164,-0.734,-307.725,9.374,9.832
-1.333,1.195,-0.744,-307.069,8.412,20.244
-1.403,1.234,-0.719,-308.504,8.122,30.947
-1.502,1.258,-0.729,-312.534,8.397,41.618
-1.597,1.300,-0.732,-319.710,5.954,52.000
-1.684,1.321,-0.740,-329.282,1.420,63.221
-1.748,1.327,-0.746,-341.817,-4.031,74.473
-1.823,1.302,-0.781,-356.122,-12.168,86.061
-1.889,1.280,-0.798,-372.763,-22.290,97.969
-1.933,1.242,-0.851,-391.359,-32.855,109.786
-1.962,1.214,-0.949,-411.527,-41.985,120.992
-1.969,1.140,-1.073,-431.573,-48.107,130.733
-1.913,1.041,-1.233,-452.244,-52.260,139.160
-1.836,0.946,-1.370,-471.740,-55.893,147.023
-1.739,0.881,-1.562,-489.710,-56.489,153.450
-1.635,0.811,-1.753,-500.275,-61.527,158.809
-1.546,0.716,-1.992,-500.275,-65.908,163.527
-1.460,0.582,-2.000,-500.275,-70.947,168.458
-1.398,0.382,-2.000,-500.275,-76.473,173.924
-1.323,0.179,-2.000,-493.084,-82.031,178.305
-1.288,-0.058,-2.000,-455.817,-89.542,179.038
-1.199,-0.294,-2.000,-397.634,-97.282,173.756
-1.017,-0.507,-2.000,-314.168,-96.947,159.786
-0.857,-0.696,-2.000,-210.198,-89.252,138.641
-0.746,-0.807,-2.000,-84.489,-74.183,109.359
-0.726,-0.817,-2.000,46.611,-63.328,75.725
-0.797,-0.725,-2.000,167.313,-62.931,41.786
-0.927,-0.567,-1.936,280.382,-75.405,6.718
-1.038,-0.388,-1.746,376.000,-94.794,-27.603
-1.130,-0.185,-1.547,454.183,-115.298,-61.695
-1.115,0.035,-1.399,500.260,-132.992,-94.137
-1.054,0.266,-1.274,500.260,-147.649,-120.336
-0.978,0.510,-1.181,500.260,-156.733,-142.397
-0.883,0.760,-1.121,500.260,-159.664,-161.679
-0.765,0.965,-1.090,500.260,-158.260,-175.939
-0.634,1.139,-1.093,500.260,-153.099,-184.595
-0.499,1.289,-1.092,500.260,-144.687,-187.053
-0.371,1.392,-1.096,500.260,-130.076,-183.038
-0.258,1.475,-1.087,500.260,-112.229,-173.527
-0.184,1.530,-1.065,500.260,-89.405,-160.153
-0.127,1.541,-1.042,494.473,-64.260,-143.939
-0.085,1.521,-1.076,453.985,-41.710,-126.550
-0.073,1.486,-1.055,410.794,-24.046,-109.878
-0.040,1.434,-1.086,367.832,-11.695,-94.031
-0.015,1.348,-1.054,328.489,-3.542,-79.313
0.001,1.225,-1.008,294.214,1.924,-66.962
0.021,1.129,-0.987,267.099,4.794,-56.931
0.057,1.014,-0.969,246.855,7.115,-48.458
0.064,0.884,-0.904,234.351,7.771,-41.740
0.092,0.781,-0.878,227.084,7.985,-35.695
0.089,0.651,-0.884,225.191,6.229,-29.145
0.073,0.531,-0.920,228.611,1.588,-22.000
0.051,0.448,-0.921,236.763,-5.115,-14.092
0.016,0.355,-0.927,248.214,-13.267,-5.008
-0.026,0.265,-0.934,261.542,-22.687,4.214
-0.078,0.196,-0.948,275.313,-33.435,13.069
-0.156,0.097,-0.957,289.985,-45.511,21.023
-0.239,-0.005,-0.980,304.290,-59.710,25.954
-0.312,-0.100,-0.993,317.771,-75.084,27.267
-0.364,-0.160,-1.018,330.229,-90.107,25.023
-0.361,-0.231,-1.049,341.130,-103.145,20.244
-0.326,-0.296,-1.086,350.855,-113.115,14.519
-0.267,-0.360,-1.096,358.046,-119.450,8.840
-0.215,-0.395,-1.119,362.351,-121.160,4.336
-0.173,-0.427,-1.146,365.893,-120.382,1.679
-0.171,-0.456,-1.123,367.359,-117.328,-0.061
-0.153,-0.472,-1.123,369.099,-112.076,-0.092
-0.154,-0.495,-1.035,368.702,-105.237,2.366
-0.199,-0.504,-0.996,367.282,-99.389,4.626
-0.231,-0.515,-0.953,365.756,-96.198,6.611
-0.241,-0.539,-0.908,363.008,-94.290,8.840
-0.239,-0.554,-0.874,358.656,-92.351,10.947
-0.248,-0.576,-0.826,351.588,-89.786,12.244
-0.265,-0.606,-0.776,342.565,-86.504,12.534
-0.284,-0.665,-0.721,331.496,-82.275,10.962
-0.292,-0.718,-0.674,319.252,-78.702,7.969
-0.327,-0.767,-0.667,306.885,-76.198,2.702
-0.388,-0.820,-0.643,296.977,-76.809,-4.382
-0.422,-0.866,-0.625,289.130,-79.756,-12.565
-0.479,-0.912,-0.611,287.267,-85.237,-20.504
-0.509,-0.932,-0.553,289.466,-91.053,-27.267
-0.525,-0.934,-0.551,292.916,-95.969,-33.145
-0.520,-0.942,-0.551,296.656,-100.641,-38.290
-0.472,-0.953,-0.551,300.122,-103.847,-43.008
-0.400,-0.974,-0.528,302.519,-104.519,-47.893
-0.321,-0.993,-0.482,303.908,-103.511,-52.748
-0.267,-1.003,-0.447,304.550,-100.672,-57.542
-0.240,-1.007,-0.402,305.313,-97.679,-62.351
-0.226,-1.008,-0.376,305.710,-95.130,-66.672
-0.215,-1.002,-0.329,306.198,-94.397,-70.992
-0.220,-0.996,-0.306,305.221,-95.786,-74.626
-0.244,-0.985,-0.282,303.252,-98.702,-78.550
-0.215,-0.964,-0.264,300.107,-103.420,-80.809
-0.212,-0.934,-0.283,294.763,-110.000,-82.031
-0.196,-0.906,-0.273,288.458,-115.145,-82.763
-0.141,-0.875,-0.265,281.847,-120.076,-81.130

-1.157,1.224,-0.657,-263.649,-20.870,73.374
-1.204,1.237,-0.669,-262.489,-23.267,74.611
-1.250,1.243,-0.671,-261.267,-25.679,75.878
-1.291,1.250,-0.669,-260.260,-27.679,76.962
-1.404,1.291,-0.673,-255.466,-36.687,82.626
-1.510,1.329,-0.676,-249.939,-46.947,90.870
-1.643,1.392,-0.699,-245.069,-57.969,101.115
-1.766,1.448,-0.734,-241.221,-69.389,113.695
-1.891,1.498,-0.735,-239.740,-78.000,128.687
-2.000,1.542,-0.764,-240.748,-85.649,145.985
-2.000,1.532,-0.769,-246.031,-95.771,166.137
-2.000,1.562,-0.807,-254.916,-106.321,186.824
-2.000,1.550,-0.857,-267.786,-118.031,209.405
-2.000,1.516,-0.917,-283.374,-132.336,230.809
-2.000,1.427,-1.098,-300.015,-147.252,250.489
-2.000,1.320,-1.280,-315.542,-161.221,269.649
-2.000,1.215,-1.469,-328.275,-168.718,287.130
-2.000,1.059,-1.637,-338.351,-173.069,304.275
-2.000,0.868,-1.876,-342.122,-173.557,318.748
-2.000,0.633,-2.000,-338.382,-172.168,329.817
-2.000,0.343,-2.000,-324.092,-170.656,338.351
-2.000,0.028,-2.000,-299.679,-167.450,343.527
-2.000,-0.360,-2.000,-262.870,-168.855,342.931
-2.000,-0.717,-2.000,-214.656,-174.122,332.718
-2.000,-1.016,-2.000,-156.122,-179.802,311.664
-1.972,-1.333,-2.000,-85.756,-178.779,277.954
-1.828,-1.448,-1.791,-14.336,-173.634,235.069
-1.737,-1.494,-1.586,60.687,-164.748,181.985
-1.699,-1.449,-1.427,129.481,-155.328,123.542
-1.688,-1.340,-1.302,191.084,-148.824,59.466
-1.667,-1.164,-1.237,238.336,-147.115,-0.748
-1.578,-0.942,-1.125,274.992,-147.237,-60.183
-1.452,-0.698,-1.037,300.305,-145.359,-114.931
-1.330,-0.432,-0.988,316.015,-140.031,-162.595
-1.183,-0.144,-0.979,324.885,-127.908,-202.336
-1.018,0.189,-0.956,327.420,-112.046,-234.718
-0.865,0.511,-0.928,323.267,-86.870,-257.618
-0.697,0.775,-0.975,313.710,-57.511,-271.679
-0.507,0.998,-1.046,299.389,-26.137,-277.160
-0.331,1.185,-1.115,280.534,4.702,-275.298
-0.160,1.325,-1.163,258.992,32.824,-267.649
-0.037,1.412,-1.167,235.649,58.214,-255.084
0.048,1.451,-1.166,211.084,79.450,-239.176
0.091,1.473,-1.157,187.924,95.084,-221.756
0.126,1.459,-1.124,165.359,106.687,-201.908
0.121,1.435,-1.036,146.626,112.366,-181.191
0.103,1.394,-1.042,133.115,113.466,-159.008
0.096,1.317,-0.989,124.962,107.863,-135.954
0.079,1.228,-0.934,123.588,96.046,-112.198
0.047,1.104,-0.867,126.824,80.061,-88.947
-0.009,0.984,-0.865,133.817,59.069,-67.710
-0.050,0.849,-0.880,144.794,33.145,-48.244
-0.069,0.741,-0.893,158.473,7.603,-32.397
-0.074,0.592,-0.934,174.443,-16.198,-17.634
-0.068,0.472,-0.971,192.885,-38.565,-3.786
-0.050,0.385,-0.983,211.954,-57.573,8.809
-0.049,0.318,-1.015,229.679,-71.786,19.969
-0.062,0.275,-1.023,245.679,-82.611,30.489
-0.128,0.236,-1.058,259.267,-91.481,40.031
-0.232,0.169,-1.086,269.557,-98.168,46.672
-0.347,0.097,-1.094,277.115,-104.305,51.023
-0.480,0.021,-1.123,281.511,-110.244,51.557
-0.596,-0.060,-1.148,283.206,-114.870,48.611
-0.682,-0.146,-1.188,282.107,-117.802,42.916
-0.720,-0.236,-1.220,279.115,-118.885,35.282
-0.731,-0.314,-1.261,275.298,-117.954,26.550
-0.727,-0.373,-1.267,270.779,-114.427,16.489
-0.732,-0.435,-1.263,266.718,-108.977,5.313
-0.720,-0.469,-1.253,264.260,-100.702,-7.344
-0.714,-0.498,-1.219,263.206,-89.679,-21.405
-0.702,-0.517,-1.189,264.305,-76.794,-35.252
-0.698,-0.525,-1.143,268.061,-63.389,-47.847
-0.702,-0.546,-1.072,273.710,-51.939,-58.427
-0.727,-0.566,-0.991,280.275,-43.206,-66.534
-0.745,-0.566,-0.933,286.855,-37.710,-72.779
-0.769,-0.560,-0.909,292.947,-34.366,-77.176
-0.784,-0.547,-0.878,298.458,-32.336,-80.321
-0.778,-0.534,-0.830,302.504,-33.313,-83.267
-0.774,-0.543,-0.797,304.840,-38.458,-87.710
-0.779,-0.534,-0.780,306.122,-47.328,-93.664
-0.765,-0.513,-0.787,306.336,-58.244,-98.870
-0.736,-0.499,-0.808,306.122,-70.290,-104.229
-0.695,-0.447,-0.824,305.374,-80.626,-107.145
-0.642,-0.405,-0.858,304.687,-86.962,-107.527
-0.574,-0.408,-0.889,302.992,-89.908,-105.420
-0.492,-0.427,-0.901,300.962,-90.687,-101.038
-0.434,-0.457,-0.903,297.786,-89.679,-95.099
-0.376,-0.488,-0.896,295.130,-87.023,-89.985
-0.332,-0.502,-0.881,292.382,-82.870,-84.504
-0.311,-0.523,-0.874,289.863,-77.740,-80.198
-0.304,-0.535,-0.854,287.405,-71.435,-76.962
-0.300,-0.561,-0.829,284.992,-65.053,-75.038
-0.284,-0.591,-0.819,282.244,-59.084,-75.374
-0.261,-0.627,-0.817,278.794,-53.282,-77.481
-0.225,-0.636,-0.804,275.328,-46.198,-81.084
-0.193,-0.652,-0.767,271.771,-36.534,-85.313
-0.169,-0.667,-0.720,268.168,-24.565,-90.260
-0.161,-0.687,-0.680,265.160,-11.359,-95.130
-0.162,-0.708,-0.623,263.038,0.015,-99.191
-0.180,-0.709,-0.581,262.122,8.046,-103.084

-1.316,1.192,-0.536,-304.092,-12.366,1.313
-1.355,1.218,-0.545,-303.023,-14.595,0.534
-1.385,1.242,-0.545,-301.954,-16.534,0.092
-1.385,1.242,-0.545,-300.718,-19.023,-0.321
-1.494,1.307,-0.551,-295.756,-28.824,-0.626
-1.633,1.407,-0.520,-288.763,-40.931,2.198
-1.708,1.449,-0.584,-279.832,-54.489,10.672
-1.802,1.477,-0.600,-270.702,-69.389,23.679
-1.847,1.506,-0.640,-261.588,-82.061,40.336
-1.875,1.523,-0.677,-253.282,-90.901,60.931
-1.896,1.522,-0.696,-246.305,-94.000,84.473
-1.926,1.481,-0.726,-240.656,-92.641,110.412
-1.992,1.367,-0.725,-238.534,-90.458,134.885
-2.000,1.226,-0.743,-240.473,-85.618,156.183
-2.000,1.090,-0.756,-245.573,-79.725,171.389
-2.000,0.979,-0.770,-252.824,-75.023,180.519
-2.000,0.864,-0.796,-261.542,-71.359,184.656
-2.000,0.746,-0.835,-270.107,-67.405,185.084
-2.000,0.606,-0.906,-278.336,-64.443,181.573
-2.000,0.473,-0.996,-284.672,-63.237,178.000
-2.000,0.341,-1.067,-287.511,-60.748,174.519
-1.916,0.229,-1.123,-287.282,-58.641,170.947
-1.838,0.133,-1.203,-283.252,-55.557,167.145
-1.773,0.041,-1.284,-275.511,-52.733,163.099
-1.717,-0.055,-1.362,-263.695,-50.504,158.260
-1.676,-0.151,-1.445,-247.359,-48.702,151.939
-1.652,-0.244,-1.543,-225.664,-47.053,143.649
-1.628,-0.330,-1.577,-200.550,-45.603,132.931
-1.583,-0.440,-1.652,-170.000,-43.099,118.443
-1.565,-0.503,-1.657,-135.618,-40.656,100.366
-1.513,-0.550,-1.682,-96.031,-39.008,76.885
-1.437,-0.542,-1.679,-54.397,-38.580,50.198
-1.344,-0.522,-1.638,-9.573,-38.046,19.603
-1.190,-0.466,-1.564,37.832,-35.511,-13.435
-1.031,-0.369,-1.496,86.718,-29.802,-46.641
-0.909,-0.229,-1.363,134.198,-23.176,-78.611
-0.805,0.003,-1.265,181.221,-16.931,-106.809
-0.775,0.196,-1.177,223.344,-11.435,-128.412
-0.751,0.381,-1.122,258.397,-7.756,-144.626
-0.704,0.574,-1.069,283.954,-7.496,-156.183
-0.595,0.760,-0.983,301.679,-7.359,-162.916
-0.480,0.924,-0.893,311.405,-9.038,-166.076
-0.378,1.092,-0.815,312.885,-10.504,-164.809
-0.271,1.251,-0.768,306.397,-10.809,-159.099
-0.182,1.353,-0.741,291.725,-8.687,-147.802
-0.154,1.407,-0.746,271.588,-5.618,-131.817
-0.136,1.407,-0.803,248.198,-3.924,-111.756
-0.122,1.386,-0.867,223.496,-5.221,-87.939
-0.109,1.325,-0.885,197.863,-7.450,-63.634
-0.126,1.222,-0.918,174.947,-10.794,-40.519
-0.164,1.094,-0.920,154.565,-13.344,-19.740
-0.225,0.968,-0.959,140.183,-14.641,-4.107
-0.282,0.830,-0.982,132.000,-16.733,7.206
-0.319,0.741,-1.002,129.664,-20.107,14.137
-0.382,0.626,-1.030,133.053,-25.863,18.412
-0.439,0.499,-1.073,141.298,-31.954,19.756
-0.500,0.361,-1.116,154.351,-39.359,19.130
-0.567,0.241,-1.147,171.588,-47.313,16.366
-0.618,0.164,-1.143,192.382,-55.878,11.985
-0.682,0.084,-1.138,214.763,-63.237,5.939
-0.736,0.021,-1.157,237.878,-69.832,-0.672
-0.779,-0.035,-1.158,260.458,-74.840,-8.244
-0.823,-0.076,-1.169,282.168,-79.679,-17.389
-0.846,-0.100,-1.194,299.695,-82.733,-27.450
-0.838,-0.100,-1.179,312.611,-83.664,-36.947
-0.824,-0.090,-1.202,320.870,-82.107,-45.878
-0.817,-0.079,-1.220,324.458,-78.519,-52.580
-0.803,-0.066,-1.222,324.000,-72.000,-57.496
-0.782,-0.073,-1.182,318.885,-61.817,-61.191
-0.779,-0.085,-1.165,310.015,-50.336,-63.756
-0.772,-0.076,-1.176,298.672,-38.824,-65.237
-0.763,-0.091,-1.157,286.519,-28.397,-66.214
-0.767,-0.096,-1.135,274.000,-18.626,-66.901
-0.755,-0.106,-1.108,263.176,-10.779,-66.977
-0.746,-0.117,-1.084,255.115,-5.282,-66.550
-0.719,-0.140,-1.063,250.626,-2.122,-65.817
-0.681,-0.161,-1.019,249.298,-1.069,-64.962
-0.652,-0.189,-0.971,250.443,-0.702,-64.229
-0.617,-0.244,-0.937,253.756,-1.939,-63.405
-0.603,-0.288,-0.900,258.015,-4.443,-63.466
-0.563,-0.331,-0.878,263.542,-5.847,-62.504
-0.535,-0.373,-0.819,268.763,-7.985,-61.924
-0.508,-0.411,-0.788,273.634,-10.702,-61.221
-0.477,-0.438,-0.761,277.603,-13.786,-61.435
-0.423,-0.476,-0.751,279.679,-17.618,-62.824
-0.369,-0.501,-0.710,279.618,-22.275,-65.023
-0.321,-0.519,-0.689,278.122,-25.053,-68.198
-0.295,-0.535,-0.660,275.252,-25.710,-71.130
-0.290,-0.535,-0.630,271.985,-24.626,-73.420
-0.304,-0.557,-0.619,268.336,-22.962,-75.664
