aX,aY,aZ,gX,gY,gZ
1.095,-1.423,0.952,253.542,-248.412,-114.885
1.168,-1.436,0.991,251.405,-253.740,-113.618
1.260,-1.465,1.039,249.221,-258.046,-111.481
1.351,-1.518,1.104,246.336,-261.603,-108.565
1.453,-1.561,1.145,242.992,-265.573,-104.870
1.553,-1.630,1.210,238.519,-270.550,-101.802
1.645,-1.704,1.295,232.473,-277.679,-99.878
1.702,-1.759,1.368,225.649,-287.542,-99.847
1.750,-1.798,1.403,219.267,-299.542,-100.214
1.773,-1.821,1.475,211.985,-311.527,-99.405
1.798,-1.922,1.558,204.855,-326.656,-97.313
1.777,-1.937,1.635,196.046,-342.962,-95.237
1.727,-1.995,1.722,185.511,-361.771,-89.099
1.606,-2.000,1.802,172.641,-380.321,-82.733
1.464,-2.000,1.851,157.115,-400.458,-76.702
1.313,-2.000,1.866,138.870,-423.145,-72.824
1.164,-2.000,1.855,119.527,-447.023,-72.580
1.045,-2.000,1.829,99.649,-472.107,-77.313
0.933,-2.000,1.733,81.145,-490.656,-88.015
0.884,-2.000,1.712,63.313,-500.076,-105.206
0.805,-2.000,1.572,49.435,-500.275,-127.511
0.775,-2.000,1.467,37.817,-500.275,-153.298
0.779,-2.000,1.356,27.176,-500.275,-179.756
0.783,-2.000,1.173,18.214,-500.275,-204.275
0.833,-2.000,1.091,10.137,-485.038,-225.145
0.902,-2.000,1.012,4.687,-458.153,-238.672
0.963,-1.975,1.042,2.748,-419.282,-244.489
0.987,-1.914,1.052,4.809,-373.008,-244.962
0.984,-1.834,1.136,9.756,-328.214,-242.580
0.945,-1.731,1.215,16.870,-288.779,-241.313
0.876,-1.608,1.274,25.221,-261.008,-240.809
0.767,-1.508,1.361,34.763,-241.939,-240.122
0.642,-1.456,1.485,45.496,-227.817,-238.656
0.477,-1.423,1.607,56.214,-219.863,-237.527
0.297,-1.333,1.685,67.695,-217.313,-236.901
0.161,-1.254,1.722,79.145,-222.840,-236.260
-0.001,-1.129,1.741,89.557,-233.328,-234.565
-0.141,-0.971,1.709,99.298,-247.527,-231.176
-0.248,-0.803,1.640,106.809,-262.275,-225.084
-0.374,-0.653,1.520,113.313,-274.122,-217.542
-0.459,-0.515,1.356,119.008,-281.008,-209.618
-0.542,-0.373,1.184,121.832,-279.221,-202.916
-0.542,-0.255,1.030,120.580,-267.542,-198.641
-0.473,-0.122,0.897,113.405,-245.725,-195.176
-0.390,0.012,0.770,100.031,-217.115,-192.061
-0.322,0.127,0.655,84.092,-183.649,-187.802
-0.251,0.237,0.606,64.977,-147.740,-182.015
-0.232,0.331,0.588,44.519,-110.641,-174.840
-0.244,0.402,0.566,23.832,-75.206,-166.702
-0.311,0.473,0.564,5.420,-46.687,-157.450
-0.433,0.529,0.541,-7.634,-28.275,-147.878
-0.554,0.565,0.514,-15.725,-15.679,-138.183
-0.658,0.570,0.482,-18.962,-7.466,-129.756
-0.729,0.574,0.455,-16.687,-2.672,-122.611
-0.781,0.584,0.427,-9.588,0.534,-116.718
-0.802,0.588,0.400,0.748,0.504,-111.160
-0.795,0.603,0.373,13.069,-2.641,-105.405
-0.763,0.646,0.320,28.092,-6.779,-97.588
-0.685,0.687,0.308,41.786,-10.351,-88.046
-0.611,0.701,0.306,55.115,-12.580,-75.252
-0.547,0.730,0.318,63.527,-13.053,-60.122
-0.510,0.750,0.347,66.626,-11.969,-42.626
-0.515,0.780,0.352,65.023,-10.809,-25.664
-0.551,0.766,0.333,59.069,-10.809,-10.015
-0.603,0.758,0.337,48.901,-10.977,4.489
-0.654,0.707,0.287,37.053,-12.321,15.939
-0.688,0.670,0.259,22.412,-13.481,26.168
-0.690,0.615,0.215,6.229,-14.061,34.641
-0.647,0.554,0.172,-10.366,-13.939,42.626
-0.609,0.497,0.150,-27.634,-12.947,50.061
-0.562,0.427,0.117,-43.023,-12.000,57.573
-0.525,0.346,0.094,-57.481,-9.374,63.481
-0.490,0.275,0.080,-69.359,-7.817,68.947
-0.484,0.185,0.038,-79.038,-6.076,73.252
-0.441,0.079,0.003,-86.183,-4.855,77.221
-0.431,0.008,-0.020,-90.031,-4.137,80.275
-0.409,-0.095,-0.034,-90.962,-4.122,82.153
-0.399,-0.172,-0.066,-88.504,-5.618,82.824
-0.378,-0.255,-0.101,-82.641,-8.519,82.840
-0.349,-0.325,-0.135,-74.092,-11.328,81.985
-0.323,-0.369,-0.169,-63.420,-13.023,80.733
-0.266,-0.420,-0.203,-52.046,-12.809,79.099
-0.203,-0.455,-0.228,-40.473,-11.053,77.115
-0.130,-0.482,-0.243,-29.985,-8.046,75.038
-0.074,-0.496,-0.260,-21.008,-3.939,72.626
-0.008,-0.513,-0.272,-13.191,1.649,69.924
0.043,-0.519,-0.260,-6.885,7.725,67.435
0.088,-0.530,-0.244,-1.450,13.969,64.458
0.136,-0.531,-0.229,2.718,20.412,60.916
0.163,-0.527,-0.203,5.893,26.702,57.282
0.210,-0.525,-0.177,8.580,32.580,53.267
0.245,-0.499,-0.157,10.458,38.519,49.359
0.301,-0.483,-0.121,11.267,44.489,45.573

0.775,-1.615,0.626,116.931,-218.580,-158.443
0.806,-1.653,0.633,118.290,-219.527,-159.603
0.841,-1.680,0.635,119.832,-220.641,-160.718
0.841,-1.680,0.635,121.328,-221.786,-161.954
0.953,-1.676,0.693,128.015,-226.015,-167.511
1.074,-1.663,0.727,134.672,-229.756,-172.992
1.155,-1.671,0.765,141.115,-231.252,-176.031
1.229,-1.702,0.801,146.626,-232.015,-175.435
1.302,-1.765,0.880,150.427,-232.840,-172.672
1.348,-1.820,0.945,152.855,-235.115,-168.962
1.389,-1.859,1.002,154.031,-239.695,-164.656
1.424,-1.891,1.069,154.076,-246.611,-159.908
1.439,-1.935,1.120,153.344,-256.382,-155.847
1.428,-2.000,1.192,151.420,-269.344,-152.794
1.404,-2.000,1.256,148.840,-286.397,-151.969
1.365,-2.000,1.323,146.000,-305.756,-153.008
1.312,-2.000,1.346,143.130,-328.427,-155.847
1.232,-2.000,1.344,141.206,-354.076,-159.908
1.150,-2.000,1.304,141.252,-381.756,-164.137
1.063,-2.000,1.287,142.489,-409.466,-169.160
0.990,-2.000,1.254,143.420,-436.901,-175.847
0.932,-2.000,1.187,144.000,-460.687,-185.191
0.874,-2.000,1.079,145.603,-482.809,-196.733
0.853,-2.000,1.020,145.481,-498.504,-209.695
0.853,-2.000,0.929,144.137,-500.275,-223.191
0.857,-2.000,0.839,140.489,-500.275,-236.443
0.869,-2.000,0.735,134.901,-500.275,-248.641
0.869,-1.893,0.665,128.595,-494.870,-259.573
0.874,-1.762,0.616,121.466,-480.244,-268.458
0.882,-1.663,0.547,116.015,-460.382,-275.832
0.900,-1.536,0.526,110.885,-437.221,-281.130
0.917,-1.445,0.479,108.779,-410.275,-281.725
0.927,-1.357,0.484,110.901,-379.603,-278.137
0.912,-1.276,0.521,117.191,-345.710,-272.137
0.880,-1.175,0.575,125.328,-312.718,-264.534
0.825,-1.062,0.636,133.221,-282.504,-256.962
0.742,-0.971,0.739,138.702,-257.405,-249.771
0.644,-0.882,0.812,141.344,-238.260,-243.267
0.545,-0.810,0.894,142.336,-224.000,-237.206
0.413,-0.753,0.981,142.870,-213.832,-232.595
0.240,-0.694,1.069,143.496,-208.244,-230.458
0.079,-0.604,1.097,145.405,-206.092,-230.336
-0.056,-0.516,1.130,147.786,-205.099,-230.702
-0.137,-0.408,1.133,149.725,-204.260,-229.267
-0.181,-0.280,1.091,151.802,-202.244,-224.336
-0.211,-0.138,1.033,153.466,-196.916,-216.962
-0.240,0.022,0.958,153.466,-186.290,-207.634
-0.240,0.153,0.888,151.206,-172.183,-197.802
-0.217,0.256,0.844,145.817,-154.763,-187.695
-0.187,0.411,0.783,136.076,-132.351,-176.824
-0.186,0.527,0.745,122.107,-107.740,-165.313
-0.221,0.622,0.693,104.473,-81.008,-154.214
-0.284,0.713,0.656,84.580,-54.809,-143.725
-0.333,0.775,0.640,64.458,-30.656,-134.443
-0.399,0.802,0.637,44.458,-8.214,-124.626
-0.469,0.810,0.655,26.229,10.947,-114.931
-0.515,0.805,0.678,11.466,24.840,-105.191
-0.586,0.786,0.683,-0.901,32.916,-94.626
-0.667,0.800,0.688,-8.962,35.969,-83.053
-0.717,0.804,0.650,-13.786,34.427,-71.221
-0.755,0.802,0.637,-16.901,30.229,-57.924
-0.777,0.753,0.641,-18.321,25.389,-42.290
-0.809,0.705,0.577,-18.794,18.885,-26.504
-0.825,0.673,0.567,-18.901,11.130,-10.870
-0.839,0.623,0.511,-19.466,3.802,4.198
-0.847,0.558,0.474,-20.641,-1.511,17.328
-0.856,0.522,0.436,-23.328,-6.122,31.023
-0.849,0.461,0.395,-27.359,-10.290,44.962
-0.844,0.411,0.337,-32.443,-14.824,57.115
-0.830,0.373,0.292,-38.779,-18.489,68.519
-0.824,0.319,0.228,-45.664,-21.924,78.702
-0.793,0.272,0.170,-52.962,-24.107,87.740
-0.753,0.230,0.118,-60.519,-24.962,95.099
-0.701,0.175,0.041,-67.695,-25.420,101.969
-0.643,0.113,-0.038,-74.260,-25.252,108.214
-0.565,0.048,-0.079,-79.069,-23.695,113.695
-0.500,-0.009,-0.104,-82.382,-20.794,118.198
-0.447,-0.064,-0.141,-83.420,-17.420,121.206
-0.403,-0.115,-0.161,-82.977,-14.427,122.840
-0.353,-0.167,-0.183,-80.412,-12.931,123.389
-0.310,-0.208,-0.208,-76.321,-12.916,123.344
-0.271,-0.236,-0.230,-70.641,-13.496,122.794
-0.200,-0.258,-0.247,-63.237,-13.603,122.290
-0.138,-0.297,-0.260,-55.191,-12.214,122.153
-0.062,-0.335,-0.273,-46.321,-10.473,122.412
0.001,-0.376,-0.271,-37.084,-7.557,122.672
0.075,-0.414,-0.259,-27.435,-3.405,122.015
0.129,-0.431,-0.234,-17.603,1.450,120.840
0.217,-0.444,-0.197,-8.748,7.191,119.267
0.304,-0.447,-0.142,-1.405,12.809,117.374
0.361,-0.453,-0.119,4.107,17.557,116.137
0.418,-0.466,-0.096,6.824,21.557,114.779
0.461,-0.472,-0.063,7.328,25.206,113.817
0.492,-0.484,-0.034,6.000,29.282,112.458
0.530,-0.497,-0.003,2.947,33.557,110.977
0.560,-0.518,0.025,-1.634,38.046,108.718
0.589,-0.541,0.051,-6.962,41.969,106.153
0.632,-0.569,0.075,-12.107,45.847,103.023
0.679,-0.615,0.119,-16.504,49.710,99.481
0.720,-0.640,0.133,-19.786,52.504,96.107

1.012,-1.283,0.712,199.908,-226.076,-165.282
1.031,-1.286,0.726,200.290,-226.489,-164.809
1.046,-1.281,0.731,200.611,-226.947,-164.336
1.046,-1.281,0.731,200.947,-227.267,-163.832
1.108,-1.286,0.772,203.176,-228.733,-161.099
1.168,-1.322,0.823,207.038,-231.939,-157.908
1.237,-1.350,0.862,211.374,-237.008,-155.252
1.291,-1.390,0.891,216.427,-243.740,-153.298
1.386,-1.433,0.947,221.939,-251.573,-150.901
1.469,-1.492,0.997,227.298,-260.061,-147.450
1.548,-1.559,1.061,231.817,-269.328,-142.962
1.607,-1.627,1.158,235.145,-278.931,-137.206
1.650,-1.709,1.230,236.427,-289.908,-131.053
1.667,-1.752,1.288,235.786,-303.115,-125.191
1.676,-1.835,1.377,232.656,-319.145,-119.618
1.668,-1.919,1.460,227.908,-337.496,-115.252
1.658,-1.997,1.531,222.580,-359.557,-111.954
1.638,-2.000,1.603,217.634,-384.794,-109.435
1.594,-2.000,1.644,211.924,-412.015,-109.817
1.510,-2.000,1.646,206.153,-442.427,-112.244
1.405,-2.000,1.620,199.420,-472.809,-117.802
1.281,-2.000,1.561,193.069,-500.275,-126.580
1.179,-2.000,1.491,186.076,-500.275,-137.282
1.061,-2.000,1.385,179.038,-500.275,-150.779
0.998,-2.000,1.275,171.069,-500.275,-165.542
0.978,-1.960,1.155,161.298,-500.275,-180.321
1.006,-1.892,1.054,149.374,-500.275,-193.725
1.074,-1.842,0.996,135.573,-500.275,-202.351
1.141,-1.810,1.011,122.198,-500.275,-207.374
1.217,-1.735,1.043,111.511,-456.336,-210.244
1.259,-1.585,1.128,102.382,-410.305,-214.321
1.269,-1.398,1.238,93.435,-371.298,-220.244
1.201,-1.217,1.354,82.458,-342.992,-227.206
1.103,-1.050,1.441,69.878,-323.328,-231.939
0.989,-0.924,1.470,56.656,-308.122,-232.366
0.922,-0.794,1.591,43.191,-296.427,-228.824
0.821,-0.681,1.628,30.809,-290.473,-222.366
0.684,-0.559,1.644,22.534,-291.511,-212.641
0.540,-0.441,1.606,19.206,-299.557,-200.427
0.434,-0.352,1.554,19.542,-311.008,-187.374
0.289,-0.249,1.474,22.000,-323.969,-174.763
0.146,-0.174,1.346,24.534,-334.305,-165.908
0.051,-0.104,1.180,25.542,-339.511,-159.511
0.041,-0.038,0.993,25.496,-338.901,-154.168
0.069,0.029,0.836,23.542,-331.328,-149.359
0.116,0.129,0.689,20.443,-318.733,-145.847
0.171,0.220,0.544,16.244,-299.527,-142.870
0.221,0.279,0.469,11.588,-275.527,-139.053
0.279,0.362,0.384,7.878,-247.893,-134.092
0.283,0.435,0.338,5.847,-218.840,-129.252
0.258,0.531,0.295,6.366,-189.771,-123.481
0.217,0.608,0.278,9.099,-160.031,-116.244
0.117,0.675,0.302,12.626,-130.870,-108.656
0.001,0.755,0.313,16.107,-107.160,-100.351
-0.141,0.830,0.345,19.053,-87.252,-92.397
-0.216,0.895,0.329,20.595,-72.107,-84.092
-0.348,0.969,0.338,20.748,-59.374,-74.183
-0.449,1.051,0.308,19.328,-50.046,-62.931
-0.557,1.114,0.259,16.580,-42.076,-49.313
-0.623,1.118,0.228,12.321,-34.290,-33.786
-0.699,1.073,0.184,5.847,-26.336,-16.733
-0.781,1.011,0.124,-1.206,-19.924,-0.275
-0.821,0.957,0.086,-7.221,-14.153,15.863
-0.872,0.878,0.065,-12.351,-9.695,30.595
-0.906,0.781,0.048,-16.366,-4.763,44.015
-0.916,0.708,0.070,-18.992,-0.015,56.901
-0.946,0.616,0.071,-19.664,4.824,68.779
-0.963,0.537,0.079,-20.031,9.176,79.084
-0.981,0.472,0.089,-20.443,13.099,88.580
-1.023,0.378,0.082,-21.786,16.550,96.809
-1.049,0.280,0.047,-23.893,17.863,104.198
-1.070,0.153,0.018,-26.183,18.015,110.580
-1.070,0.041,-0.025,-28.015,17.847,115.038
-1.030,-0.066,-0.021,-29.298,19.298,118.321
-0.963,-0.173,-0.032,-29.603,21.527,120.198
-0.895,-0.241,-0.028,-28.458,24.656,120.046
-0.815,-0.326,-0.015,-25.252,27.542,117.969
-0.727,-0.394,-0.027,-20.427,30.840,114.260
-0.642,-0.448,-0.009,-14.641,35.008,110.198
-0.575,-0.496,-0.022,-9.344,39.710,105.664
-0.526,-0.540,-0.016,-5.679,43.969,102.214
-0.472,-0.573,-0.019,-4.641,48.779,98.198
-0.440,-0.606,-0.022,-5.939,53.435,94.824
-0.389,-0.635,-0.014,-9.313,57.847,91.344
-0.340,-0.658,0.010,-14.366,61.756,87.695
-0.277,-0.674,0.047,-20.031,64.351,83.328
-0.226,-0.685,0.065,-25.878,65.435,78.000
-0.146,-0.715,0.077,-30.183,64.153,72.611
-0.071,-0.722,0.062,-31.618,60.763,67.405
-0.008,-0.734,0.060,-29.618,57.084,63.206
0.092,-0.739,0.066,-24.412,53.756,59.588
0.200,-0.740,0.067,-16.580,52.168,56.916
0.282,-0.730,0.076,-7.420,52.076,54.733
0.376,-0.722,0.067,2.992,52.702,52.870
0.473,-0.687,0.068,13.069,53.588,50.824
0.548,-0.663,0.081,22.168,53.481,49.160
0.605,-0.624,0.079,29.969,54.458,47.786
0.640,-0.582,0.090,35.099,56.595,46.412
0.702,-0.526,0.082,37.954,61.802,45.756
0.736,-0.498,0.098,37.893,66.473,46.351

0.892,-1.146,0.988,212.260,-240.427,-111.405
0.919,-1.146,0.996,212.168,-242.107,-110.870
0.932,-1.153,0.994,212.214,-243.817,-110.550
0.953,-1.161,1.002,212.275,-245.160,-110.168
1.014,-1.162,1.005,212.641,-251.420,-108.183
1.099,-1.169,1.039,214.504,-257.527,-106.015
1.173,-1.148,1.074,216.885,-263.099,-104.366
1.254,-1.145,1.082,219.466,-267.954,-102.046
1.347,-1.132,1.102,221.573,-271.847,-98.443
1.399,-1.120,1.150,222.076,-273.954,-95.069
1.445,-1.151,1.168,221.389,-277.542,-90.260
1.510,-1.167,1.202,220.794,-282.519,-84.824
1.555,-1.177,1.245,220.702,-288.931,-78.962
1.591,-1.199,1.315,221.160,-296.321,-72.718
1.634,-1.212,1.402,222.779,-305.267,-66.290
1.650,-1.243,1.449,224.031,-315.863,-60.565
1.641,-1.281,1.513,225.603,-329.695,-55.359
1.636,-1.319,1.564,227.023,-346.137,-51.298
1.636,-1.378,1.584,227.496,-365.389,-48.229
1.658,-1.406,1.589,228.412,-388.214,-44.947
1.689,-1.479,1.577,229.985,-410.519,-41.618
1.725,-1.545,1.588,232.519,-430.519,-38.611
1.752,-1.589,1.593,234.824,-444.779,-36.916
1.765,-1.655,1.582,238.107,-457.771,-36.458
1.778,-1.723,1.580,240.336,-467.527,-36.824
1.768,-1.778,1.567,241.282,-474.931,-37.985
1.739,-1.814,1.575,240.168,-479.038,-39.740
1.708,-1.828,1.586,235.664,-479.344,-43.282
1.676,-1.833,1.627,227.542,-476.809,-48.321
1.622,-1.801,1.654,215.130,-473.725,-54.916
1.547,-1.754,1.689,197.924,-470.519,-62.473
1.476,-1.686,1.680,175.710,-466.870,-71.237
1.435,-1.631,1.676,151.969,-462.382,-79.527
1.396,-1.569,1.659,124.519,-455.099,-86.351
1.354,-1.523,1.662,95.985,-444.885,-91.450
1.299,-1.472,1.656,69.481,-432.092,-96.977
1.259,-1.416,1.620,46.733,-418.992,-103.038
1.248,-1.309,1.618,27.405,-404.763,-109.450
1.214,-1.224,1.568,11.206,-389.817,-115.939
1.187,-1.156,1.550,-2.351,-375.374,-120.473
1.106,-1.082,1.549,-14.565,-362.229,-123.328
1.022,-0.998,1.510,-26.397,-349.466,-126.351
0.943,-0.920,1.488,-36.275,-339.084,-129.420
0.865,-0.861,1.475,-42.794,-329.954,-133.282
0.809,-0.785,1.438,-45.954,-320.260,-137.130
0.759,-0.717,1.388,-45.221,-311.069,-139.359
0.689,-0.636,1.354,-41.282,-303.511,-139.756
0.600,-0.557,1.294,-34.550,-297.832,-139.298
0.491,-0.476,1.241,-25.878,-292.366,-138.321
0.376,-0.416,1.212,-16.397,-286.947,-137.603
0.231,-0.391,1.168,-6.107,-280.733,-138.168
0.120,-0.334,1.107,3.893,-276.855,-139.511
0.026,-0.267,1.037,13.176,-275.863,-141.817
-0.037,-0.203,0.941,22.092,-273.298,-145.130
-0.034,-0.122,0.869,30.046,-267.725,-147.450
-0.018,-0.048,0.783,37.145,-256.244,-148.321
0.005,0.031,0.716,43.130,-239.939,-146.290
0.022,0.099,0.650,46.595,-221.130,-142.137
0.010,0.177,0.586,47.618,-199.450,-135.786
-0.003,0.242,0.545,46.229,-177.924,-129.374
-0.030,0.319,0.522,43.053,-157.206,-121.603
-0.071,0.373,0.499,38.229,-137.389,-113.313
-0.138,0.419,0.459,33.496,-121.634,-105.023
-0.216,0.434,0.471,28.473,-107.115,-97.099
-0.278,0.442,0.477,23.298,-93.969,-90.656
-0.340,0.465,0.436,18.779,-85.145,-85.695
-0.356,0.519,0.403,15.420,-80.565,-80.260
-0.373,0.562,0.358,13.191,-78.702,-74.351
-0.372,0.607,0.291,11.344,-75.878,-67.313
-0.374,0.622,0.251,10.336,-72.305,-58.153
-0.380,0.642,0.204,9.053,-66.947,-47.252
-0.392,0.657,0.145,7.405,-59.115,-35.282
-0.385,0.677,0.102,4.427,-50.611,-23.924
-0.371,0.689,0.039,-0.244,-40.519,-11.420
-0.344,0.686,-0.023,-7.237,-28.794,0.794
-0.324,0.676,-0.062,-15.924,-16.947,12.733
-0.292,0.637,-0.096,-27.527,-4.183,25.206
-0.279,0.596,-0.106,-39.740,7.939,36.168
-0.281,0.545,-0.095,-51.282,18.092,44.519
-0.265,0.505,-0.067,-61.588,27.038,51.588
-0.275,0.426,-0.022,-69.115,33.221,57.603
-0.298,0.376,-0.001,-72.244,33.985,62.351
-0.323,0.320,-0.012,-70.870,31.328,66.641
-0.319,0.269,-0.002,-66.458,27.969,71.420
-0.323,0.170,0.001,-59.130,24.351,76.351
-0.323,0.088,0.011,-49.969,21.756,81.130
-0.317,0.045,0.015,-39.710,19.893,84.901
-0.302,0.010,0.011,-28.763,18.183,88.107
-0.265,-0.029,0.010,-18.672,16.351,89.725
-0.242,-0.056,0.020,-9.863,15.008,90.748
-0.204,-0.079,0.010,-3.298,13.832,91.191
-0.172,-0.109,0.011,0.962,13.847,91.481
-0.146,-0.123,-0.009,2.229,14.489,91.985
-0.119,-0.155,-0.034,1.435,16.443,92.305
-0.095,-0.175,-0.048,-1.252,19.740,93.435
-0.063,-0.208,-0.071,-5.695,25.038,94.092
-0.029,-0.243,-0.083,-11.527,31.588,95.069
0.004,-0.277,-0.082,-18.641,39.221,95.053
0.031,-0.297,-0.081,-25.771,46.733,94.137
0.070,-0.324,-0.079,-33.420,54.809,93.267

0.971,-1.362,0.687,219.176,-257.939,-148.260
0.979,-1.372,0.699,219.282,-259.038,-148.534
0.992,-1.374,0.698,219.511,-260.260,-148.748
0.992,-1.374,0.698,219.695,-261.252,-148.855
1.046,-1.394,0.736,219.863,-267.893,-148.779
1.068,-1.425,0.808,219.221,-277.481,-148.275
1.102,-1.473,0.839,218.260,-285.985,-148.565
1.149,-1.520,0.869,219.282,-296.916,-147.832
1.190,-1.552,0.949,221.405,-308.870,-146.366
1.229,-1.592,0.989,226.137,-318.626,-145.374
1.262,-1.624,1.030,232.305,-330.672,-145.573
1.309,-1.670,1.089,239.008,-342.504,-146.977
1.343,-1.709,1.121,245.664,-356.153,-148.748
1.365,-1.749,1.159,251.969,-371.939,-150.153
1.372,-1.783,1.209,257.969,-386.885,-152.519
1.368,-1.814,1.251,263.725,-403.237,-155.069
1.360,-1.814,1.281,269.298,-419.878,-157.328
1.350,-1.812,1.314,274.840,-435.435,-159.557
1.325,-1.815,1.341,280.214,-450.443,-160.534
1.303,-1.821,1.385,284.229,-464.489,-160.336
1.266,-1.806,1.403,286.214,-474.275,-160.855
1.204,-1.784,1.458,284.366,-483.389,-163.221
1.146,-1.757,1.469,277.817,-492.733,-167.695
1.067,-1.692,1.480,268.275,-500.275,-174.427
1.005,-1.618,1.452,257.618,-500.275,-183.038
0.988,-1.541,1.444,246.275,-500.275,-192.534
0.971,-1.477,1.443,233.893,-500.275,-201.359
0.970,-1.387,1.413,219.847,-500.275,-208.992
0.977,-1.269,1.363,203.588,-500.275,-215.176
0.993,-1.133,1.319,185.450,-500.275,-219.557
1.010,-0.993,1.255,165.847,-491.191,-221.603
1.026,-0.858,1.210,145.557,-477.298,-219.771
1.024,-0.717,1.178,124.519,-460.992,-215.313
1.026,-0.585,1.149,101.618,-442.885,-207.786
1.001,-0.457,1.120,79.740,-425.374,-198.824
0.956,-0.378,1.076,58.168,-410.183,-189.435
0.919,-0.308,1.008,37.679,-397.038,-179.313
0.882,-0.248,0.946,20.992,-384.794,-168.992
0.848,-0.204,0.876,7.664,-371.160,-158.244
0.815,-0.208,0.834,-2.733,-355.130,-147.878
0.775,-0.218,0.794,-10.641,-337.206,-138.305
0.723,-0.231,0.746,-16.458,-318.824,-131.542
0.688,-0.226,0.702,-19.573,-301.420,-127.542
0.632,-0.240,0.691,-19.908,-285.756,-126.290
0.593,-0.268,0.711,-17.328,-268.656,-127.847
0.551,-0.275,0.716,-11.817,-251.328,-131.710
0.510,-0.263,0.738,-3.573,-234.595,-136.458
0.483,-0.244,0.757,6.168,-219.298,-140.626
0.465,-0.211,0.770,17.221,-203.679,-143.130
0.452,-0.157,0.804,28.260,-188.397,-143.450
0.410,-0.109,0.835,38.244,-175.008,-141.206
0.364,-0.038,0.854,46.443,-164.031,-137.267
0.300,0.018,0.875,52.122,-155.924,-131.924
0.245,0.078,0.884,55.206,-150.382,-125.679
0.203,0.124,0.885,56.443,-147.725,-117.817
0.150,0.176,0.861,55.954,-146.840,-108.412
0.089,0.232,0.834,54.534,-146.962,-97.496
0.043,0.277,0.781,52.076,-146.534,-86.687
-0.010,0.315,0.727,48.855,-145.084,-75.969
-0.048,0.316,0.674,44.626,-142.840,-64.046
-0.086,0.328,0.590,39.710,-140.351,-53.420
-0.100,0.343,0.509,34.229,-136.702,-42.916
-0.102,0.346,0.437,28.702,-132.137,-32.885
-0.106,0.344,0.354,22.641,-126.443,-23.389
-0.104,0.340,0.307,16.580,-117.618,-14.870
-0.099,0.332,0.234,9.878,-108.321,-6.550
-0.104,0.320,0.159,3.374,-99.450,0.824
-0.115,0.313,0.118,-3.069,-90.794,7.817
-0.136,0.304,0.052,-9.328,-82.443,14.015
-0.153,0.287,0.008,-16.489,-73.939,20.321
-0.174,0.282,-0.027,-23.954,-66.061,25.908
-0.190,0.251,-0.098,-31.450,-58.824,31.695
-0.213,0.222,-0.139,-38.321,-52.733,36.885
-0.209,0.196,-0.186,-44.611,-46.794,41.466
-0.209,0.182,-0.225,-49.664,-42.198,44.748
-0.199,0.167,-0.259,-53.099,-38.443,47.160
-0.180,0.145,-0.301,-53.863,-35.191,49.374
-0.164,0.135,-0.317,-52.443,-31.786,52.031
-0.130,0.113,-0.361,-48.794,-27.924,54.794
-0.107,0.094,-0.377,-43.405,-22.580,58.046
-0.083,0.075,-0.387,-37.176,-16.809,60.718
-0.043,0.046,-0.382,-31.053,-10.168,63.328
-0.016,0.024,-0.385,-25.237,-4.656,64.977
0.009,0.004,-0.382,-20.168,0.168,66.137
0.031,-0.006,-0.373,-15.664,3.893,66.977
0.057,-0.024,-0.361,-12.305,6.855,67.679
0.067,-0.040,-0.368,-9.481,9.130,68.534
0.082,-0.051,-0.358,-7.374,11.313,69.542
0.108,-0.067,-0.358,-6.214,13.435,70.824
0.120,-0.074,-0.348,-6.153,16.366,72.336
0.148,-0.100,-0.357,-7.313,20.198,74.092
0.180,-0.125,-0.357,-9.924,24.443,75.802
0.192,-0.155,-0.357,-13.710,29.160,77.359
0.231,-0.195,-0.331,-18.305,33.863,78.290
0.260,-0.222,-0.315,-24.137,36.947,78.809
0.279,-0.264,-0.322,-30.031,40.275,78.107
0.296,-0.292,-0.313,-35.649,42.794,76.855
0.323,-0.328,-0.307,-40.031,44.290,74.870
0.353,-0.362,-0.300,-42.366,45.817,72.550
0.379,-0.374,-0.297,-42.733,47.618,70.580
